,arrival_lambda,bus_seats,bus_stops,waiting_time_mean,waiting_time_std,time_in_system_mean,time_in_system_std,customers_upon_arrival_mean,customers_upon_arrival_std
0,20,10,5,147.49757690828662,1.7429178182792113,150.9885769082866,1.7569563466839968,432.34219999999993,2.685363468880889
1,20,10,10,271.0766477596069,1.5947722212834377,277.07384775960696,1.6218599731203702,461.9874,1.283839803090714
2,20,10,20,521.3031761278831,4.335487079535243,532.3281761278829,4.381403260690679,481.78499999999997,1.289265992726099
3,20,50,5,9.008092294071337,0.6388654488257695,12.499492294071338,0.6643680244695124,176.99999999999997,8.64567144876556
4,20,50,10,32.67259409773749,0.7375051121978919,38.657994097737486,0.7897317373882977,322.0836,4.465791692410195
5,20,50,20,81.18641782961845,1.1491342389816004,92.22561782961846,1.1803697524477617,416.1822,3.5644705301068145
6,20,100,5,0.0,0.0,3.5238,0.030564031147739635,66.46419999999999,0.6374964784216461
7,20,100,10,4.215046886878076,0.5889614512791205,10.192046886878076,0.6193644234642706,164.959,9.686590318579595
8,20,100,20,26.858036369164047,0.4235511504546214,37.86023636916404,0.47151800028951085,337.8874,3.00531040659696
9,50,10,5,162.7674744249021,1.4295241082497492,166.25507442490212,1.4515231463597529,475.8942,1.3218178997123637
10,50,10,10,287.55690195519367,1.6248522171429955,293.5625019551937,1.6522364926625877,488.04620000000006,0.8780622756957475
11,50,10,20,531.7904757304229,3.0801980407727148,542.7738757304228,3.115165337264908,494.776,0.37001729689299584
12,50,50,5,23.577626720709198,0.34912295488305345,27.064026720709194,0.388899654885073,386.1346,1.2786631456329578
13,50,50,10,47.14491388068459,0.48416689780934496,53.13071388068458,0.5221668403192544,439.45680000000004,2.311681067967645
14,50,50,20,94.86016723461411,0.5792703104546609,105.8743672346141,0.6220505973994719,477.15700000000004,1.1056380963045642
15,50,100,5,6.632210589902039,0.16040587683260743,10.14181058990204,0.15852097040139385,284.1128,5.069607614007228
16,50,100,10,17.793335379845793,0.12501139986057955,23.808735379845793,0.11630865763920693,389.5536,2.181317638492858
17,50,100,20,40.04204725276512,0.13459080271399868,50.99204725276512,0.13497786123995384,457.0466,1.3728272433194142
