,arrival_lambda,bus_seats,bus_stops,waiting_time_mean,waiting_time_std,time_in_system_mean,time_in_system_std,customers_upon_arrival_mean,customers_upon_arrival_std
0,20,10,5,147.80465185745317,1.7840910393722773,151.29905185745318,1.811185298484218,431.65279999999996,3.1125130618199766
1,20,10,10,271.965322731308,3.111767078686939,277.9621227313079,3.1530050523931723,462.4907,1.537688203115304
2,20,10,20,519.8929020039166,5.889604224033757,530.9062020039166,5.978445814921951,480.8529,0.7148876065508429
3,20,50,5,8.762047483112728,0.9656069210654519,12.241047483112727,0.9820601594185114,173.7192,13.550158683941678
4,20,50,10,32.91865017091682,1.0129981620511956,38.924250170916814,1.0492471481957535,322.422,6.538596424310034
5,20,50,20,80.63762630333574,1.4395060141121845,91.63832630333572,1.4764975686110158,414.8138,5.694869160920211
6,20,100,5,0.0,0.0,3.5012999999999996,0.03880219065980682,67.29159999999999,1.8300284806526916
7,20,100,10,4.467940349156434,0.9335808948850541,10.491940349156433,0.9471501758033921,168.53500000000003,15.57583574001729
8,20,100,20,26.590396037066036,0.7051680051451064,37.59139603706604,0.6964003678878703,335.50210000000004,6.940904111857477
9,50,10,5,163.99697137542657,2.2027973584483793,167.50087137542658,2.2400519229720244,475.62739999999997,0.5737180840796308
10,50,10,10,288.6227779240035,3.211187758021677,294.65837792400356,3.252430287720176,487.1831000000001,0.8996185247092329
11,50,10,20,537.1330104997352,3.9437152205350876,548.1760104997351,4.000694130542214,495.00160000000005,0.5777451341205738
12,50,50,5,23.36176146405317,0.35391824913731673,26.849161464053175,0.3535786443184156,382.6488,5.958160417444294
13,50,50,10,47.070317457708406,0.6442742538521301,53.05661745770841,0.6772570316105941,440.321,3.148126585764949
14,50,50,20,94.9656265474076,0.9868246240339931,105.96152654740759,1.0665161571688477,477.9428,1.6378485155837872
15,50,100,5,6.869317423266208,0.2619970902577465,10.379417423266208,0.26896713737611144,289.4751,7.652327651767149
16,50,100,10,17.802420893787573,0.3723393908090783,23.797620893787574,0.37238986447453754,390.36330000000004,6.068458289384548
17,50,100,20,40.26146820818202,0.4868997108750112,51.252268208182024,0.507666096583415,457.21600000000007,3.603513091415096
