,W,L,S,lmbda,seat
177,0.0,0.0,12.545751633986928,1.2758620689655173,52
178,0.0,0.0,12.567777777777778,1.2758620689655173,53
179,0.0,0.0,12.477248677248678,1.2758620689655173,54
180,0.09105800870016095,0.16946564885496182,12.649230769230769,1.4310344827586208,25
181,0.037599935917291355,0.0635,12.285282258064516,1.4310344827586208,26
182,0.0011914235553589193,0.004377431906614786,12.299607072691552,1.4310344827586208,27
183,0.0033381471916930183,0.006435643564356435,12.58,1.4310344827586208,28
184,0.0015640720060507817,0.01608187134502924,12.757905138339922,1.4310344827586208,29
185,0.007960272964132917,0.01444043321299639,12.52445369406868,1.4310344827586208,30
186,0.005246395232727319,0.014676113360323886,12.55091649694501,1.4310344827586208,31
187,0.0,0.0,12.604430379746836,1.4310344827586208,32
188,0.0056184820896144,0.00980392156862745,12.438302073050345,1.4310344827586208,33
189,0.0,0.0,12.40810276679842,1.4310344827586208,34
190,0.0,0.0,12.430512016718913,1.4310344827586208,35
191,0.0,0.0,12.347003154574132,1.4310344827586208,36
192,0.0,0.0,12.574569789674952,1.4310344827586208,37
193,0.0,0.0,12.465587044534413,1.4310344827586208,38
194,0.0,0.0,12.527777777777779,1.4310344827586208,39
195,0.0,0.0,12.546065259117082,1.4310344827586208,40
196,0.0,0.0,12.480519480519481,1.4310344827586208,41
197,0.0,0.0,12.444889779559118,1.4310344827586208,42
198,0.0,0.0,12.585551330798479,1.4310344827586208,43
199,0.0,0.0,12.495618305744888,1.4310344827586208,44
200,0.0,0.0,12.570019723865878,1.4310344827586208,45
201,0.0,0.0,12.509823182711198,1.4310344827586208,46
202,0.0,0.0,12.572825024437927,1.4310344827586208,47
203,0.0,0.0,12.605316973415134,1.4310344827586208,48
204,0.0,0.0,12.578635014836795,1.4310344827586208,49
205,0.0,0.0,12.52534113060429,1.4310344827586208,50
206,0.0,0.0,12.446480231436837,1.4310344827586208,51
207,0.0,0.0,12.448529411764707,1.4310344827586208,52
208,0.0,0.0,12.488669950738917,1.4310344827586208,53
209,0.0,0.0,12.679112008072654,1.4310344827586208,54
210,0.5667464288837358,1.0731285157940285,12.70409051348999,1.5862068965517242,25
211,0.07773292165497947,0.1411451398135819,12.451612903225806,1.5862068965517242,26
212,0.1298578923551864,0.23150249659555153,12.568807339449542,1.5862068965517242,27
213,0.0009301693573083229,0.002268602540834846,12.435336976320583,1.5862068965517242,28
214,0.009166828857360075,0.013368983957219251,12.536936936936938,1.5862068965517242,29
215,0.0011571030822351606,0.0013914656771799629,12.493457943925234,1.5862068965517242,30
216,0.0027158722537336645,0.004869411243913236,12.395535714285714,1.5862068965517242,31
217,0.02205348148944541,0.05631986242476354,12.407279029462739,1.5862068965517242,32
218,0.005183791090884238,0.004845814977973568,12.433541480820695,1.5862068965517242,33
219,0.001176472342047907,0.0021654395842356,12.411353711790394,1.5862068965517242,34
220,0.00040173164849768666,0.00043821209465381246,12.540636042402827,1.5862068965517242,35
221,0.0,0.0,12.43521000893655,1.5862068965517242,36
222,0.0,0.0,12.414248021108179,1.5862068965517242,37
223,0.0,0.0,12.59347442680776,1.5862068965517242,38
224,0.0,0.0,12.501821493624773,1.5862068965517242,39
225,0.0,0.0,12.540807174887892,1.5862068965517242,40
226,0.0,0.0,12.429791271347248,1.5862068965517242,41
227,0.0,0.0,12.378354978354979,1.5862068965517242,42
228,0.0,0.0,12.385531914893617,1.5862068965517242,43
229,0.0,0.0,12.370982552800735,1.5862068965517242,44
230,0.0,0.0,12.504340277777779,1.5862068965517242,45
231,0.0,0.0,12.580672993960311,1.5862068965517242,46
232,0.0,0.0,12.459627329192546,1.5862068965517242,47
233,0.0,0.0,12.462289263531499,1.5862068965517242,48
234,0.0,0.0,12.422297297297296,1.5862068965517242,49
235,0.0,0.0,12.407103825136613,1.5862068965517242,50
236,0.0,0.0,12.412754650132861,1.5862068965517242,51
237,0.0,0.0,12.321818181818182,1.5862068965517242,52
238,0.0,0.0,12.49683257918552,1.5862068965517242,53
239,0.0,0.0,12.597779675491033,1.5862068965517242,54
240,0.6962743501205071,1.4139424970460812,12.489649681528663,1.7413793103448276,25
241,0.2104642202294886,0.4059865092748735,12.417732310315431,1.7413793103448276,26
242,0.18289112126349108,0.3804878048780488,12.486065573770492,1.7413793103448276,27
243,0.1748281156088932,0.39823717948717946,12.425324675324676,1.7413793103448276,28
244,0.10691235331045125,0.24290220820189273,12.383452665075577,1.7413793103448276,29
245,0.0655026085445015,0.15134706814580032,12.547923322683706,1.7413793103448276,30
246,0.010264590655761003,0.027744748315497423,12.4704,1.7413793103448276,31
247,0.00019579917533472179,0.0016570008285004142,12.488664987405542,1.7413793103448276,32
248,0.0026923890734044807,0.005654281098546042,12.405867970660147,1.7413793103448276,33
249,0.008823304362217997,0.01971608832807571,12.473767885532592,1.7413793103448276,34
250,0.00453088008543363,0.014711892112791173,12.450123660346248,1.7413793103448276,35
251,0.0,0.0,12.481878088962109,1.7413793103448276,36
252,0.0,0.0,12.46135265700483,1.7413793103448276,37
253,0.0,0.0,12.427782162588793,1.7413793103448276,38
254,0.0014192828661473307,0.0039001560062402497,12.509047993705744,1.7413793103448276,39
255,0.0,0.0,12.439465408805031,1.7413793103448276,40
256,0.0,0.0,12.458658346333854,1.7413793103448276,41
257,0.0,0.0,12.50815660685155,1.7413793103448276,42
258,0.0,0.0,12.377852916314454,1.7413793103448276,43
259,0.0,0.0,12.596078431372549,1.7413793103448276,44
260,0.0,0.0,12.396150761828387,1.7413793103448276,45
261,0.0,0.0,12.567275747508306,1.7413793103448276,46
262,0.0,0.0,12.5057003257329,1.7413793103448276,47
263,0.0,0.0,12.615322580645161,1.7413793103448276,48
264,0.0,0.0,12.54320987654321,1.7413793103448276,49
265,0.0,0.0,12.39374498797113,1.7413793103448276,50
266,0.0,0.0,12.402112103980503,1.7413793103448276,51
267,0.0,0.0,12.470637583892618,1.7413793103448276,52
268,0.0,0.0,12.492627927146573,1.7413793103448276,53
269,0.0,0.0,12.517045454545455,1.7413793103448276,54
270,5.804279586853214,11.657856625633599,12.574561403508772,1.896551724137931,25
271,0.48891186094730393,1.3732204694113122,12.51095461658842,1.896551724137931,26
272,0.7357121688576416,1.598124098124098,12.53941605839416,1.896551724137931,27
273,0.8467195075103825,1.7977981651376147,12.515555555555556,1.896551724137931,28
274,0.24798182656732323,0.5297336738416636,12.433406916850625,1.896551724137931,29
275,0.08128064627742988,0.16693418940609953,12.483037156704363,1.896551724137931,30
276,0.07085934647799835,0.18693693693693694,12.48365019011407,1.896551724137931,31
277,0.1152597250024294,0.24358511022768342,12.45890909090909,1.896551724137931,32
278,0.02080260095177289,0.04331450094161959,12.50303951367781,1.896551724137931,33
279,0.004640743980913031,0.006901840490797546,12.534883720930232,1.896551724137931,34
280,0.0044751696699631225,0.008708272859216255,12.540322580645162,1.896551724137931,35
281,0.004300206820782661,0.012725344644750796,12.534900284900285,1.896551724137931,36
282,0.0,0.0,12.53475935828877,1.896551724137931,37
283,0.00033276881553591636,0.0007619047619047619,12.463678516228748,1.896551724137931,38
284,0.0,0.0,12.562596599690881,1.896551724137931,39
285,0.0,0.0,12.41268656716418,1.896551724137931,40
286,0.0,0.0,12.57950263752826,1.896551724137931,41
287,0.0,0.0,12.535139092240117,1.896551724137931,42
288,0.0,0.0,12.43639053254438,1.896551724137931,43
289,0.0,0.0,12.551900584795321,1.896551724137931,44
290,0.0,0.0,12.482625482625483,1.896551724137931,45
291,0.0,0.0,12.391623806024981,1.896551724137931,46
292,0.0,0.0,12.519325368938862,1.896551724137931,47
293,0.0,0.0,12.599242424242425,1.896551724137931,48
294,0.0,0.0,12.536786786786786,1.896551724137931,49
295,0.0,0.0,12.487062404870624,1.896551724137931,50
296,0.0,0.0,12.477668433005299,1.896551724137931,51
297,0.0,0.0,12.535632183908046,1.896551724137931,52
298,0.0,0.0,12.450257921886514,1.896551724137931,53
299,0.0,0.0,12.53000723065799,1.896551724137931,54
300,7.290572765001807,15.308611599297013,12.480631276901004,2.0517241379310347,25
301,5.905713708801155,12.308004052684904,12.474149659863945,2.0517241379310347,26
302,1.9025414556618725,4.260854700854701,12.430747922437673,2.0517241379310347,27
303,2.788975574337075,6.077256077256077,12.472166331321262,2.0517241379310347,28
304,0.3013300842183261,0.6539816772374912,12.435805991440798,2.0517241379310347,29
305,0.7463141149044549,1.7761557177615572,12.567226890756302,2.0517241379310347,30
306,0.20869935081641205,0.5472088215024121,12.515635858234885,2.0517241379310347,31
307,0.5472551397323486,1.319112627986348,12.509291121816931,2.0517241379310347,32
308,0.1579699782365566,0.4066234209627859,12.62603305785124,2.0517241379310347,33
309,0.028237835567659592,0.05763790664780764,12.525230987917555,2.0517241379310347,34
310,0.014698061906956848,0.03282051282051282,12.480636237897649,2.0517241379310347,35
311,0.06537424548003079,0.16340970350404313,12.494887525562373,2.0517241379310347,36
312,0.0028797045676256863,0.007955724662746454,12.593597773138484,2.0517241379310347,37
313,0.011577774097254228,0.02360372340425532,12.43908969210174,2.0517241379310347,38
314,0.004497070714838697,0.01217450118363206,12.396587030716724,2.0517241379310347,39
315,0.0,0.0,12.533613445378151,2.0517241379310347,40
316,0.0,0.0,12.566256830601093,2.0517241379310347,41
317,0.0,0.0,12.483122362869198,2.0517241379310347,42
318,0.00168237897890364,0.007089684509039348,12.557706093189964,2.0517241379310347,43
319,0.0,0.0,12.440711462450594,2.0517241379310347,44
320,0.0,0.0,12.513812154696133,2.0517241379310347,45
321,0.0,0.0,12.564527260179434,2.0517241379310347,46
322,0.0,0.0,12.588969139855548,2.0517241379310347,47
323,0.0,0.0,12.539893617021276,2.0517241379310347,48
324,0.0,0.0,12.41615331964408,2.0517241379310347,49
325,0.0,0.0,12.512974051896208,2.0517241379310347,50
326,0.0,0.0,12.466711499663752,2.0517241379310347,51
327,0.0,0.0,12.548051948051947,2.0517241379310347,52
328,0.0,0.0,12.497248968363136,2.0517241379310347,53
329,0.0,0.0,12.481456043956044,2.0517241379310347,54
330,31.88674600361006,74.5731869594145,12.480113636363637,2.206896551724138,25
331,14.238729809231293,30.928,12.417409184372858,2.206896551724138,26
332,23.38060499290382,54.904957372908115,12.517038007863697,2.206896551724138,27
333,7.05461128062489,15.885230479774224,12.497777777777777,2.206896551724138,28
334,1.849809712355153,4.222905208670333,12.555628272251308,2.206896551724138,29
335,1.6416399337922238,3.9342184671092335,12.40817571690055,2.206896551724138,30
336,1.238742215613554,3.121510152284264,12.460154241645244,2.206896551724138,31
337,1.143317121080382,2.952676722863058,12.553827751196172,2.206896551724138,32
338,0.2821725416609792,0.8241653418124006,12.529903536977493,2.206896551724138,33
339,0.07212986721136884,0.16656071201525746,12.376523412443873,2.206896551724138,34
340,0.09409495464517689,0.24201954397394138,12.506229508196721,2.206896551724138,35
341,0.024874212680485747,0.05652454780361757,12.367253750815395,2.206896551724138,36
342,0.029972868084731607,0.08766533374346355,12.517369727047146,2.206896551724138,37
343,0.003087517453999955,0.006624710168930109,12.593311036789297,2.206896551724138,38
344,0.005252673866755471,0.012091503267973857,12.508575197889183,2.206896551724138,39
345,0.0014687407093065784,0.004126984126984127,12.603205128205127,2.206896551724138,40
346,0.007658635118324062,0.02520740268028079,12.466923570969813,2.206896551724138,41
347,0.0006689820798342719,0.0016144656118824668,12.507161458333334,2.206896551724138,42
348,0.0006371327173713617,0.001594896331738437,12.53479381443299,2.206896551724138,43
349,0.0,0.0,12.484516129032258,2.206896551724138,44
350,0.00022017503096729877,0.0009624639076034649,12.421935483870968,2.206896551724138,45
351,0.0,0.0,12.576769025367156,2.206896551724138,46
352,0.0,0.0,12.382296343810134,2.206896551724138,47
353,0.0,0.0,12.511400651465799,2.206896551724138,48
354,0.0,0.0,12.501989389920425,2.206896551724138,49
355,0.0,0.0,12.520310633213859,2.206896551724138,50
356,0.0,0.0,12.508486082824168,2.206896551724138,51
357,0.0,0.0,12.51560468140442,2.206896551724138,52
358,0.0,0.0,12.461775585696671,2.206896551724138,53
359,0.0,0.0,12.551484523057486,2.206896551724138,54
360,40.49244734495188,103.61102210829863,12.397058823529411,2.3620689655172415,25
361,63.23908885542884,156.6356660527931,12.539142273655548,2.3620689655172415,26
362,14.615233254020119,34.36197094125079,12.421052631578947,2.3620689655172415,27
363,32.871380778205825,86.90272373540856,12.576824583866838,2.3620689655172415,28
364,14.92945888153227,38.58601521357519,12.42787583688375,2.3620689655172415,29
365,5.351890928261653,12.867505995203837,12.40725075528701,2.3620689655172415,30
366,1.616794051759518,4.264959809467103,12.47524154589372,2.3620689655172415,31
367,1.6370472813361914,4.16439547694984,12.481286549707603,2.3620689655172415,32
368,0.717147860121656,1.7858193586348927,12.582789317507418,2.3620689655172415,33
369,0.5893169899966859,1.5883051350549124,12.502689778840406,2.3620689655172415,34
370,0.4550225889722692,1.2016175621028307,12.611401977894124,2.3620689655172415,35
371,0.09869859239541998,0.2613397416641634,12.385922330097088,2.3620689655172415,36
372,0.11212471741389458,0.3107497741644083,12.50455373406193,2.3620689655172415,37
373,0.0994806549456875,0.2638272700384502,12.548598688133572,2.3620689655172415,38
374,0.057074292974872445,0.1639784946236559,12.496081977094635,2.3620689655172415,39
375,0.021068389508595912,0.05132743362831858,12.570917759237187,2.3620689655172415,40
376,0.00452343007200463,0.010730253353204173,12.447841726618705,2.3620689655172415,41
377,0.018483225870056078,0.0590988882387361,12.420710059171597,2.3620689655172415,42
378,0.0,0.0,12.511350059737156,2.3620689655172415,43
379,0.015653849771658998,0.056454073848031736,12.585290482076639,2.3620689655172415,44
380,0.0003274599487190352,0.0011775095672652341,12.544266191325015,2.3620689655172415,45
381,0.0,0.0,12.41512805241215,2.3620689655172415,46
382,0.012451030564864532,0.03321779318313114,12.525087514585763,2.3620689655172415,47
383,0.0,0.0,12.409747292418773,2.3620689655172415,48
384,0.0,0.0,12.527506112469437,2.3620689655172415,49
385,0.0,0.0,12.482230392156863,2.3620689655172415,50
386,0.0,0.0,12.5409934171155,2.3620689655172415,51
387,0.0,0.0,12.463414634146341,2.3620689655172415,52
388,0.0,0.0,12.456906729634003,2.3620689655172415,53
389,0.0,0.0,12.556350626118068,2.3620689655172415,54
390,64.00772257355631,167.73452157598499,12.627046263345196,2.5172413793103448,25
391,63.70193889210484,165.99425634824667,12.505091649694501,2.5172413793103448,26
392,53.51936061820469,134.3215674543823,12.439531859557867,2.5172413793103448,27
393,35.93401615739967,96.61675944916496,12.511320754716982,2.5172413793103448,28
394,35.98145141633954,98.08383063370276,12.51400730816078,2.5172413793103448,29
395,24.26805842289044,67.94466182224707,12.425368731563422,2.5172413793103448,30
396,7.790150189887443,19.517977528089887,12.45662100456621,2.5172413793103448,31
397,4.0703809706682605,10.332679921590591,12.499717673630718,2.5172413793103448,32
398,1.8194932119360898,4.812996594778661,12.57601835915089,2.5172413793103448,33
399,0.5735017707248886,1.6026040192470987,12.514302059496568,2.5172413793103448,34
400,0.6567956630873165,1.7947189097103917,12.484831139095592,2.5172413793103448,35
401,0.361060290796511,0.97521343982374,12.570634037819799,2.5172413793103448,36
402,0.18176291990992158,0.5297136682874122,12.417755991285404,2.5172413793103448,37
403,0.2867968332294415,0.821257325519446,12.475550779150995,2.5172413793103448,38
404,0.22683215047551386,0.6591285162713734,12.492495831017232,2.5172413793103448,39
405,0.06004158478620989,0.1695501730103806,12.54540569586244,2.5172413793103448,40
406,0.10073526133426801,0.3056551724137931,12.562604340567614,2.5172413793103448,41
407,0.017139282125059628,0.04725274725274725,12.483370288248336,2.5172413793103448,42
408,0.004726495234216148,0.015521064301552107,12.453168816601234,2.5172413793103448,43
409,0.0007237411677683501,0.001113895850737956,12.448314606741572,2.5172413793103448,44
410,0.020355592829611784,0.06483516483516484,12.438781163434903,2.5172413793103448,45
411,0.0031540226820151156,0.00825740318906606,12.456110154905335,2.5172413793103448,46
412,0.004174769781686889,0.01060475781026082,12.609501738122827,2.5172413793103448,47
413,0.0018281900702509799,0.005011135857461025,12.490693739424703,2.5172413793103448,48
414,0.0005509839417418147,0.0013561160835367507,12.6,2.5172413793103448,49
415,0.0,0.0,12.527950310559007,2.5172413793103448,50
416,0.0,0.0,12.505388542257515,2.5172413793103448,51
417,0.0,0.0,12.409596255119952,2.5172413793103448,52
418,0.0,0.0,12.47240990990991,2.5172413793103448,53
419,0.0,0.0,12.443894389438944,2.5172413793103448,54
420,86.41367142825963,228.82645631067962,12.542049469964665,2.6724137931034484,25
421,80.19770084174526,211.60669828097215,12.539877300613497,2.6724137931034484,26
422,70.07344126064159,187.22160745486315,12.536489151873766,2.6724137931034484,27
423,51.454579787995705,144.33778788740403,12.502199874292897,2.6724137931034484,28
424,41.68565380729182,111.70838052095131,12.475060827250608,2.6724137931034484,29
425,28.843587748678175,83.44891214541448,12.487919858573955,2.6724137931034484,30
426,18.774025423115138,49.13890426120642,12.460706150341686,2.6724137931034484,31
427,7.786851551255019,19.973340587595214,12.429988974641676,2.6724137931034484,32
428,9.380353227491655,24.908136482939632,12.397019691325173,2.6724137931034484,33
429,4.4366880693992155,12.73727034120735,12.503470368392952,2.6724137931034484,34
430,2.1532808241982324,5.956714471968709,12.441346659652813,2.6724137931034484,35
431,0.5210215820577542,1.6180592991913747,12.458061002178649,2.6724137931034484,36
432,0.7158910264321505,2.129190304280557,12.448150078165712,2.6724137931034484,37
433,0.2709337592405301,0.7802678327411862,12.493649917172833,2.6724137931034484,38
434,0.31750235536705224,0.9565677966101694,12.509615384615385,2.6724137931034484,39
435,0.13145276704694855,0.38881630519989546,12.545694664553618,2.6724137931034484,40
436,0.3797918860709402,1.199333845759672,12.520392359318533,2.6724137931034484,41
437,0.05811532198900913,0.16890843248836007,12.504166666666666,2.6724137931034484,42
438,0.013105624692890727,0.061871616395978345,12.497130933750652,2.6724137931034484,43
