,W,L,S,lmbda,Sensitivity_W,Sensitivity_L
0,0.005398986231442264,0.013794360456509443,12.523703567411005,2.0,,
1,0.0040607585454117984,0.01084731549583151,12.479617915119496,2.04040404040404,-0.03312113522925418,-0.0729393627767792
2,0.007338212224340246,0.021403704112101116,12.49865749423341,2.080808080808081,0.08111697855347856,0.26127061825267106
3,0.013943535199050608,0.039841644484606316,12.530283063247712,2.121212121212121,0.1634817436240822,0.4563390242195058
4,0.0114490514017008,0.03322649114741747,12.489887249014325,2.1616161616161618,-0.061738473984407356,-0.16372504509542285
5,0.021110763279727992,0.05866232651223628,12.531659448321747,2.202020202020202,0.2391273689811741,0.6295369252792684
6,0.042374882920979615,0.12018963606878152,12.476991210250898,2.242424242424242,0.5262869611209801,1.5228009115245016
7,0.04319625906566023,0.12238957159085825,12.509152450128445,2.282828282828283,0.02032905958084505,0.05444840417139869
8,0.050991779882480784,0.14465308874124622,12.499276173677092,2.323232323232323,0.19293914021630965,0.5510220494721045
9,0.04029699839982019,0.10699145671619796,12.495199731477928,2.3636363636363638,-0.264695841695848,-0.9321253926199383
10,0.16921959484249358,0.5030197456931137,12.516225106665791,2.404040404040404,3.190834261956181,9.801700152178709
11,0.10200991557163852,0.2932911217269938,12.476233704322988,2.4444444444444446,-1.663439561953652,-5.190783443161434
12,0.2063358204971455,0.5972826411811074,12.484310399222268,2.484848484848485,2.5820661469063095,7.523790106489346
13,0.26096934444564207,0.7725446854925186,12.47515457461849,2.525252525252525,1.3521797177252963,4.337735596707448
14,0.21839948984498245,0.634688107080318,12.522164891718742,2.5656565656565657,-1.053603901366319,-3.4119503157019446
15,0.2968949122610941,0.8809007274669863,12.471074887073401,2.606060606060606,1.9427617047987722,6.093762354570069
16,0.341565175898659,1.012340892539417,12.487221823562251,2.6464646464646466,1.1055890250297236,3.2531440855426395
17,0.5420422779258622,1.6502798812411128,12.505756256631217,2.686868686868687,4.961808275173303,15.78898997036704
18,0.584112150776336,1.7411966152309257,12.487478529894851,2.7272727272727275,1.04122935304922,2.2501891662478553
19,0.6362774823439626,1.9315014712511638,12.501155486250777,2.7676767676767677,1.2910919562987642,4.710045186500913
20,0.9162430461319394,2.768442226467542,12.512108465208236,2.808080808080808,6.929147703752457,20.714283691605452
21,1.298499622634993,3.973074693096332,12.469341356877997,2.8484848484848486,9.460850268450514,29.81465354906236
22,2.471263515898623,7.633001432188583,12.498284422791185,2.888888888888889,29.025906358274973,90.58318679253362
23,3.2828996814196345,10.144165459586493,12.496127763870135,2.9292929292929295,20.087995096644907,62.15130967809787
24,3.6134070279676314,11.211049494907517,12.482192967379195,2.9696969696969697,8.180056827062959,26.40537987419547
25,4.354853319146438,13.582385063679109,12.469445964618856,3.0101010101010104,18.350795706675335,58.69055532709652
26,6.003049568414463,19.035119177109493,12.485625925538537,3.0505050505050506,40.792857169383815,134.95516930740263
